0.000000,-0.000000,-0.000000
0.000000,-0.009592,-0.027085
0.000000,-0.015225,-0.037588
0.000000,-0.013041,-0.085217
0.000000,-0.000000,-0.144767
0.001755,-0.000000,-0.179592
0.004942,-0.000000,-0.215609
0.000000,-0.000000,-0.240568
0.014185,-0.000000,-0.227637
0.027338,-0.000000,-0.135337
0.043309,-0.000000,-0.000000
0.084580,-0.000000,-0.000000
0.159326,-0.000000,-0.000000
0.237368,-0.000000,-0.000000
0.287418,-0.000000,-0.000000
0.324201,-0.000000,-0.000000
0.374802,-0.000000,-0.000000
0.434624,-0.000000,-0.000000
0.484959,-0.000000,-0.000000
0.529264,-0.015961,-0.000000
0.575409,-0.029653,-0.000000
0.616466,-0.016012,-0.008195
0.651527,-0.006288,-0.056476
0.691508,-0.000000,-0.154181
0.731866,-0.000000,-0.262027
0.765846,-0.000000,-0.339866
0.795270,-0.000000,-0.400918
0.824290,-0.000000,-0.439597
0.849941,-0.000000,-0.492822
0.874632,-0.000000,-0.564097
0.905206,-0.000000,-0.628244
0.931757,-0.000000,-0.686261
0.955331,-0.000000,-0.732459
0.979805,-0.000000,-0.764325
1.000845,-0.000000,-0.785591
1.018672,-0.000000,-0.800638
1.034014,-0.000000,-0.811997
1.048035,-0.000000,-0.822136
1.061923,-0.000000,-0.831745
1.075154,-0.000000,-0.838453
1.087095,-0.000000,-0.841487
1.099327,-0.000000,-0.840620
1.110372,-0.000000,-0.831877
1.120782,-0.000000,-0.817627
1.131515,-0.000000,-0.805841
1.141795,-0.000000,-0.804288
1.152379,-0.000000,-0.803074
1.163666,-0.000000,-0.805479
1.175457,-0.000000,-0.817802
1.186086,-0.000000,-0.830111
1.198265,-0.000000,-0.843292
1.212371,-0.000000,-0.852618
1.227597,-0.000000,-0.856890
1.242272,-0.000000,-0.861143
1.253663,-0.000000,-0.868199
1.263261,-0.006495,-0.879566
1.271286,-0.051651,-0.895965
1.278040,-0.109201,-0.913803
1.285949,-0.160181,-0.934334
1.297259,-0.208531,-0.952783
1.309169,-0.267014,-0.962407
1.319838,-0.325588,-0.966708
1.330804,-0.385917,-0.973415
1.341943,-0.435937,-0.984572
1.353421,-0.472559,-0.994830
1.365383,-0.501204,-1.002185
1.377607,-0.512493,-1.003912
1.389725,-0.514778,-1.001948
1.401819,-0.521522,-1.002893
1.414680,-0.522665,-1.008150
1.428157,-0.519510,-1.016356
1.441881,-0.517669,-1.023824
1.456253,-0.507592,-1.026115
1.470424,-0.492708,-1.022923
1.483242,-0.476686,-1.015736
1.495804,-0.461573,-1.007016
1.509024,-0.450441,-0.994575
1.521522,-0.442867,-0.978310
1.532923,-0.429111,-0.958249
1.543362,-0.396243,-0.930478
1.553306,-0.350726,-0.906027
1.563181,-0.321313,-0.886927
1.573208,-0.305574,-0.867250
1.584778,-0.298861,-0.851358
1.596557,-0.296385,-0.845672
1.607601,-0.286576,-0.852629
1.618705,-0.276672,-0.866866
1.629031,-0.277760,-0.880369
1.638530,-0.303390,-0.894518
1.647905,-0.340214,-0.911532
1.657617,-0.375139,-0.922965
1.667058,-0.405118,-0.929485
1.675804,-0.427085,-0.936868
1.683548,-0.448084,-0.953698
1.690467,-0.475898,-0.977169
1.696931,-0.501462,-1.000042
1.703904,-0.518820,-1.027052
1.710917,-0.537394,-1.052644
1.716731,-0.558155,-1.075217
1.721946,-0.580222,-1.097310
1.727203,-0.610033,-1.116880
1.733001,-0.644622,-1.131613
1.738597,-0.681923,-1.138511
1.743962,-0.726178,-1.141100
1.749545,-0.770625,-1.143203
1.755083,-0.810660,-1.145867
1.760108,-0.849702,-1.148638
1.764779,-0.880938,-1.154724
1.769885,-0.902382,-1.167245
1.775512,-0.920110,-1.183078
1.781572,-0.936692,-1.197406
1.787573,-0.955230,-1.209717
1.792679,-0.975458,-1.222661
1.797154,-0.999199,-1.233997
1.801901,-1.024685,-1.243364
1.806878,-1.045802,-1.252623
1.811597,-1.068450,-1.263478
1.816320,-1.095860,-1.277122
1.820794,-1.124943,-1.291597
1.824716,-1.153385,-1.306089
1.828655,-1.179135,-1.320183
1.832916,-1.203068,-1.334287
1.836855,-1.227244,-1.350148
1.840120,-1.252370,-1.366137
1.843232,-1.276135,-1.382303
1.846905,-1.298992,-1.400595
1.850567,-1.322598,-1.420335
1.853870,-1.345748,-1.441374
1.857399,-1.369425,-1.460624
1.861320,-1.394489,-1.477374
1.865622,-1.418353,-1.493812
1.869985,-1.440381,-1.509307
1.874379,-1.462071,-1.524371
1.878749,-1.482122,-1.538909
1.882823,-1.499788,-1.551618
1.886823,-1.516961,-1.563323
1.890779,-1.533305,-1.574096
1.894877,-1.548066,-1.583616
1.899425,-1.562064,-1.592702
1.903712,-1.575135,-1.601273
1.907616,-1.587132,-1.609507
1.911782,-1.598657,-1.617721
1.916530,-1.610094,-1.626307
1.921469,-1.621292,-1.635623
1.925975,-1.632409,-1.646322
1.930209,-1.643584,-1.657706
1.934249,-1.654070,-1.668870
1.937958,-1.664135,-1.680256
1.941557,-1.674328,-1.691965
1.945214,-1.684464,-1.703470
1.949393,-1.694752,-1.714257
1.953987,-1.705052,-1.724412
1.958092,-1.715278,-1.734010
1.961881,-1.726289,-1.744131
1.966011,-1.737526,-1.754846
1.970296,-1.748335,-1.766068
1.974466,-1.758814,-1.778376
1.978917,-1.769298,-1.791032
1.983252,-1.780331,-1.802952
1.987131,-1.791598,-1.814568
1.990885,-1.802747,-1.826331
1.994454,-1.813143,-1.837828
1.998049,-1.823081,-1.848425
2.001837,-1.833441,-1.858613
2.005544,-1.843979,-1.868666
2.009295,-1.854561,-1.877983
2.013190,-1.865320,-1.887684
2.016943,-1.876208,-1.897633
2.020719,-1.887076,-1.906986
2.024926,-1.897839,-1.916733
2.029398,-1.908371,-1.926916
2.033683,-1.918531,-1.936973
2.037712,-1.928681,-1.946952
2.041661,-1.938842,-1.956236
2.045568,-1.948890,-1.964682
2.049343,-1.959033,-1.973177
2.052914,-1.969104,-1.982146
2.056231,-1.978665,-1.991261
2.059699,-1.987980,-2.000364
2.063583,-1.997102,-2.009674
2.067409,-2.005650,-2.019215
2.070897,-2.013754,-2.028870
2.074282,-2.021791,-2.038683
2.077791,-2.029742,-2.048508
2.081371,-2.037114,-2.058177
2.084848,-2.043991,-2.067570
2.088106,-2.051169,-2.076909
2.091099,-2.058776,-2.086244
2.093933,-2.066362,-2.095289
2.096942,-2.073924,-2.104366
2.100223,-2.081376,-2.113085
2.103572,-2.088722,-2.120804
2.106989,-2.095930,-2.128285
2.110390,-2.102909,-2.135493
2.113663,-2.109601,-2.142303
2.116781,-2.116146,-2.149381
2.119761,-2.122737,-2.156668
2.122560,-2.129247,-2.163909
2.125228,-2.135768,-2.171049
2.127952,-2.142285,-2.178118
2.130639,-2.148825,-2.185198
2.133472,-2.155487,-2.192008
2.136617,-2.162193,-2.198506
2.139719,-2.168771,-2.205234
2.142839,-2.175321,-2.212524
2.146259,-2.181927,-2.220009
2.149913,-2.188367,-2.227602
2.153736,-2.194649,-2.235029
2.157578,-2.200986,-2.242024
2.161354,-2.207453,-2.249119
2.165250,-2.213941,-2.256389
2.169486,-2.220584,-2.263653
2.173941,-2.227375,-2.270932
2.178347,-2.234026,-2.278211
2.182622,-2.240447,-2.285243
2.186663,-2.246576,-2.292226
2.190743,-2.252471,-2.299444
2.195046,-2.258471,-2.306656
2.199526,-2.264549,-2.313801
2.204112,-2.270443,-2.320791
2.208505,-2.276063,-2.327621
2.212684,-2.281417,-2.334740
2.216871,-2.286781,-2.342131
2.221126,-2.292156,-2.349759
2.225422,-2.297362,-2.357702
2.229967,-2.302528,-2.365804
2.234666,-2.307828,-2.374046
2.239371,-2.313177,-2.382270
2.244223,-2.318382,-2.390389
2.249006,-2.323389,-2.398557
2.253688,-2.328311,-2.406620
2.258533,-2.333217,-2.414335
2.263356,-2.337984,-2.422015
2.268044,-2.342625,-2.429598
2.272701,-2.347199,-2.437117
2.277371,-2.351717,-2.444856
2.282064,-2.356190,-2.452602
2.286682,-2.360645,-2.460389
2.291237,-2.365110,-2.468290
2.295868,-2.369700,-2.475998
2.300603,-2.374329,-2.483424
2.305408,-2.378894,-2.490582
2.310217,-2.383610,-2.497614
2.315051,-2.388377,-2.504694
2.320038,-2.393053,-2.511765
2.325093,-2.397637,-2.518632
2.330174,-2.402134,-2.525154
2.335289,-2.406659,-2.531357
2.340447,-2.411275,-2.537295
2.345700,-2.415915,-2.543050
2.351054,-2.420460,-2.548604
2.356623,-2.424966,-2.554056
2.362434,-2.429458,-2.559388
2.368229,-2.433936,-2.564698
2.373909,-2.438301,-2.570076
2.379565,-2.442413,-2.575341
2.385215,-2.446391,-2.580536
2.390924,-2.450326,-2.585792
2.396598,-2.454111,-2.591110
2.402140,-2.457863,-2.596435
2.407674,-2.461735,-2.601693
2.413184,-2.465630,-2.606881
2.418693,-2.469555,-2.611964
2.424155,-2.473543,-2.616952
2.429493,-2.477551,-2.621954
2.434733,-2.481510,-2.626907
2.439893,-2.485372,-2.631724
2.445043,-2.489128,-2.636506
2.450064,-2.492918,-2.641303
2.454821,-2.496723,-2.645948
2.459467,-2.500463,-2.650444
2.464219,-2.504288,-2.654923
2.469050,-2.508230,-2.659337
2.473890,-2.512123,-2.663681
2.478681,-2.515882,-2.668007
2.483329,-2.519559,-2.672231
2.487898,-2.523206,-2.676280
2.492425,-2.526817,-2.680169
2.496949,-2.530417,-2.683862
2.501575,-2.533970,-2.687357
2.506358,-2.537393,-2.690648
2.511246,-2.540796,-2.693799
2.516123,-2.544226,-2.696873
2.520931,-2.547695,-2.699856
2.525579,-2.551329,-2.702852
2.530072,-2.555137,-2.705923
2.534553,-2.559015,-2.709069
2.539035,-2.562928,-2.712255
2.543458,-2.566879,-2.715408
2.547893,-2.570835,-2.718553
2.552333,-2.574794,-2.721726
2.556704,-2.578729,-2.724838
2.561070,-2.582673,-2.727935
2.565436,-2.586652,-2.731000
2.569661,-2.590484,-2.733997
2.573800,-2.594092,-2.736987
2.577926,-2.597582,-2.740019
2.582006,-2.601092,-2.743085
2.586067,-2.604652,-2.746151
2.590191,-2.608183,-2.749138
2.594332,-2.611737,-2.752020
2.598482,-2.615319,-2.754968
2.602719,-2.618800,-2.757909
2.606965,-2.622190,-2.760665
2.611148,-2.625452,-2.763270
2.615159,-2.628548,-2.765844
2.619142,-2.631605,-2.768390
2.623147,-2.634723,-2.770881
2.627031,-2.637882,-2.773379
2.630917,-2.640981,-2.775866
2.634826,-2.644054,-2.778273
2.638699,-2.647177,-2.780684
2.642560,-2.650298,-2.783173
2.646353,-2.653314,-2.785703
2.650107,-2.656297,-2.788239
2.653938,-2.659365,-2.790746
2.657726,-2.662430,-2.793172
2.661407,-2.665385,-2.795541
2.665038,-2.668308,-2.797924
2.668625,-2.671222,-2.800340
2.672234,-2.674068,-2.802773
2.675921,-2.676875,-2.805188
2.679624,-2.679674,-2.807587
2.683247,-2.682498,-2.809918
2.686818,-2.685370,-2.812196
2.690308,-2.688271,-2.814480
2.693660,-2.691106,-2.816708
2.696931,-2.693904,-2.818884
2.700155,-2.696751,-2.821021
2.703301,-2.699597,-2.823117
2.706350,-2.702487,-2.825218
2.709329,-2.705416,-2.827318
2.712294,-2.708339,-2.829415
2.715229,-2.711271,-2.831483
2.718116,-2.714205,-2.833539
2.720956,-2.717135,-2.835624
2.723729,-2.720035,-2.837769
2.726460,-2.722827,-2.839967
2.729188,-2.725472,-2.842151
