posX,posY,posZ
11.780962,-32.314865,13.645590
11.799203,-32.364702,13.666243
11.817444,-32.414608,13.686939
11.835702,-32.464541,13.707726
11.853993,-32.514460,13.728597
11.872254,-32.564418,13.749591
11.890478,-32.614452,13.770625
11.908738,-32.664597,13.791710
11.927025,-32.714871,13.812907
11.945362,-32.765229,13.834152
11.963789,-32.815642,13.855419
11.982266,-32.866108,13.876773
12.000763,-32.916597,13.898133
12.019347,-32.967101,13.919406
12.038039,-33.017629,13.940587
12.056781,-33.068185,13.961709
12.075591,-33.118780,13.982723
12.094452,-33.169396,14.003654
12.113337,-33.220073,14.024556
12.132296,-33.270861,14.045391
12.151353,-33.321748,14.066197
12.170476,-33.372702,14.086971
12.189634,-33.423713,14.107748
12.208849,-33.474778,14.128489
12.228148,-33.525907,14.149177
12.247497,-33.577108,14.169916
12.266872,-33.628309,14.190677
12.286304,-33.679535,14.211369
12.305772,-33.730822,14.232043
12.325260,-33.782156,14.252738
12.344822,-33.833596,14.273449
12.364433,-33.885138,14.294201
12.384039,-33.936722,14.314954
12.403661,-33.988310,14.335700
12.423315,-34.039922,14.356419
12.443004,-34.091631,14.377141
12.462729,-34.143397,14.397938
12.482523,-34.195169,14.418767
12.502361,-34.247008,14.439614
12.522172,-34.298943,14.460425
12.541946,-34.350956,14.481194
12.561693,-34.403030,14.501962
12.581404,-34.455164,14.522682
12.601106,-34.507358,14.543395
12.620822,-34.559627,14.564198
12.640544,-34.611975,14.585063
12.660295,-34.664407,14.605958
12.680076,-34.716876,14.626909
12.699806,-34.769366,14.647844
12.719500,-34.821904,14.668632
12.739208,-34.874482,14.689327
12.758882,-34.927108,14.710031
12.778572,-34.979785,14.730842
12.798285,-35.032517,14.751764
12.817952,-35.085330,14.772667
12.837635,-35.138248,14.793583
12.857383,-35.191290,14.814590
12.877151,-35.244434,14.835622
12.896919,-35.297674,14.856537
12.916705,-35.351022,14.877499
12.936490,-35.404436,14.898602
12.956251,-35.457941,14.919725
12.976027,-35.511527,14.940870
12.995850,-35.565186,14.962041
13.015732,-35.618949,14.983273
13.035632,-35.672782,15.004531
13.055532,-35.726687,15.025765
13.075426,-35.780689,15.046904
13.095325,-35.834751,15.067977
13.115278,-35.888870,15.089078
13.135263,-35.943010,15.110194
13.155272,-35.997136,15.131322
13.175280,-36.051326,15.152478
13.195291,-36.105603,15.173686
13.215329,-36.159919,15.194864
13.235363,-36.214235,15.216099
13.255409,-36.268534,15.237470
13.275493,-36.322843,15.258897
13.295589,-36.377221,15.280373
13.315697,-36.431671,15.301823
13.335778,-36.486161,15.323219
13.355867,-36.540627,15.344624
13.376018,-36.595099,15.366122
13.396190,-36.649704,15.387710
13.416368,-36.704417,15.409284
13.436530,-36.759214,15.430817
13.456683,-36.814099,15.452389
13.476845,-36.869031,15.473949
13.496985,-36.923971,15.495498
13.517131,-36.978914,15.517096
13.537298,-37.033854,15.538655
13.557461,-37.088774,15.560130
13.577609,-37.143706,15.581608
13.597739,-37.198732,15.603167
13.617835,-37.253853,15.624729
13.637916,-37.309032,15.646293
13.658044,-37.364293,15.667900
13.678235,-37.419608,15.689575
13.698498,-37.474914,15.711331
13.718790,-37.530224,15.733108
13.739058,-37.585597,15.754825
13.759340,-37.641078,15.776458
13.779655,-37.696682,15.798026
13.799972,-37.752338,15.819567
13.820236,-37.808040,15.841159
13.840403,-37.863789,15.862727
13.860522,-37.919572,15.884307
13.880700,-37.975406,15.905968
13.900929,-38.031304,15.927613
13.921167,-38.087265,15.949295
13.941395,-38.143268,15.970995
13.961569,-38.199302,15.992653
13.981722,-38.255396,16.014229
14.001880,-38.311611,16.035701
14.022023,-38.367948,16.057146
14.042145,-38.424373,16.078594
14.062263,-38.480822,16.099985
14.082396,-38.537242,16.121334
14.102517,-38.593689,16.142662
14.122622,-38.650197,16.163894
14.142751,-38.706770,16.185041
14.162909,-38.763375,16.206243
14.183085,-38.819940,16.227537
14.203243,-38.876564,16.248887
14.223385,-38.933277,16.270274
14.243554,-38.989958,16.291643
14.263729,-39.046547,16.312931
14.283900,-39.103124,16.334225
14.304047,-39.159803,16.355576
14.324188,-39.216594,16.376962
14.344400,-39.273466,16.398450
14.364627,-39.330470,16.420042
14.384886,-39.387579,16.441688
14.405199,-39.444734,16.463403
14.425523,-39.501970,16.485185
14.445871,-39.559317,16.506944
14.466204,-39.616790,16.528712
14.486524,-39.674393,16.550464
14.506862,-39.732104,16.572181
14.527217,-39.789941,16.593883
14.547584,-39.847850,16.615504
14.567981,-39.905787,16.637065
14.588431,-39.963775,16.658614
14.608902,-40.021808,16.680176
14.629414,-40.079896,16.701687
14.649962,-40.138077,16.723186
14.670540,-40.196333,16.744736
14.691162,-40.254644,16.766299
14.711816,-40.313015,16.787958
14.732518,-40.371389,16.809671
14.753244,-40.429770,16.831426
14.773927,-40.488167,16.853295
14.794565,-40.546608,16.875242
14.815200,-40.605155,16.897190
14.835820,-40.663784,16.919161
14.856424,-40.722433,16.941246
14.876989,-40.781086,16.963284
14.897535,-40.839788,16.985243
14.918093,-40.898553,17.007250
14.938624,-40.957357,17.029225
14.959143,-41.016258,17.051130
14.979694,-41.075242,17.073008
15.000293,-41.134252,17.094878
15.020936,-41.193264,17.116727
15.041626,-41.252304,17.138633
15.062374,-41.311429,17.160620
15.083159,-41.370613,17.182589
15.103999,-41.429823,17.204515
15.124856,-41.489041,17.226427
15.145655,-41.548308,17.248342
15.166457,-41.607638,17.270230
15.187328,-41.667041,17.292162
15.208244,-41.726498,17.314151
15.229138,-41.785988,17.336140
15.250082,-41.845587,17.358179
15.271134,-41.905303,17.380337
15.292197,-41.965052,17.402569
15.313225,-42.024790,17.424756
15.334225,-42.084522,17.446946
15.355230,-42.144320,17.469206
15.376259,-42.204170,17.491493
15.397306,-42.264029,17.513788
15.418367,-42.323946,17.536187
15.439437,-42.383953,17.558726
15.460498,-42.444074,17.581336
15.481540,-42.504330,17.603984
15.502564,-42.564713,17.626649
15.523555,-42.625111,17.649253
15.544497,-42.685497,17.671836
15.565451,-42.745896,17.694456
15.586477,-42.806346,17.717171
15.607559,-42.866899,17.739928
15.628680,-42.927542,17.762686
15.649812,-42.988242,17.785492
15.670980,-43.048930,17.808348
15.692180,-43.109577,17.831194
15.713374,-43.170189,17.853955
15.734621,-43.230822,17.876715
15.755890,-43.291546,17.899520
15.777151,-43.352341,17.922444
15.798473,-43.413174,17.945483
15.819862,-43.474018,17.968555
15.841305,-43.534869,17.991631
15.862778,-43.595748,18.014635
15.884236,-43.656642,18.037587
15.905684,-43.717554,18.060570
15.927117,-43.778547,18.083526
15.948573,-43.839577,18.106462
15.970074,-43.900620,18.129469
15.991551,-43.961669,18.152558
16.013045,-44.022700,18.175692
16.034587,-44.083795,18.198809
16.056155,-44.144980,18.221892
16.077726,-44.206250,18.244981
16.099297,-44.267609,18.268047
16.120864,-44.329011,18.291034
16.142434,-44.390423,18.313972
16.164081,-44.451858,18.336945
16.185803,-44.513364,18.359972
16.207557,-44.574974,18.382963
16.229371,-44.636687,18.405898
16.251230,-44.698499,18.428798
16.273103,-44.760389,18.451706
16.294987,-44.822342,18.474651
16.316898,-44.884335,18.497630
16.338815,-44.946367,18.520616
16.360729,-45.008517,18.543613
16.382678,-45.070748,18.566664
16.404633,-45.132997,18.589723
16.426548,-45.195300,18.612806
16.448478,-45.257670,18.635979
16.470476,-45.320074,18.659201
16.492501,-45.382513,18.682402
16.514592,-45.445022,18.705618
16.536781,-45.507601,18.728847
16.558999,-45.570239,18.752096
16.581179,-45.632938,18.775394
16.603376,-45.695697,18.798752
16.625659,-45.758520,18.822064
16.647969,-45.821388,18.845361
16.670293,-45.884329,18.868733
16.692590,-45.947362,18.892119
16.714815,-46.010450,18.915529
16.737040,-46.073595,18.939025
16.759300,-46.136771,18.962652
16.781635,-46.199974,18.986258
16.804017,-46.263244,19.009792
16.826390,-46.326567,19.033301
16.848807,-46.389901,19.056809
16.871275,-46.453300,19.080403
16.893772,-46.516781,19.104119
16.916303,-46.580328,19.127926
16.938835,-46.643948,19.151771
16.961344,-46.707639,19.175657
16.983860,-46.771448,19.199604
17.006395,-46.835381,19.223544
17.028962,-46.899400,19.247495
17.051538,-46.963504,19.271430
17.074098,-47.027737,19.295405
17.096688,-47.092075,19.319508
17.119290,-47.156482,19.343613
17.141855,-47.220971,19.367684
17.164444,-47.285523,19.391735
17.187108,-47.350121,19.415863
17.209831,-47.414796,19.440164
17.232604,-47.479604,19.464579
17.255353,-47.544535,19.489061
17.278099,-47.609524,19.513572
17.300865,-47.674561,19.538049
17.323646,-47.739646,19.562513
17.346436,-47.804803,19.587014
17.369228,-47.870057,19.611520
17.392059,-47.935383,19.636045
17.414847,-48.000724,19.660584
17.437647,-48.066102,19.685145
17.460567,-48.131570,19.709773
17.483561,-48.197135,19.734463
17.506560,-48.262745,19.759217
17.529544,-48.328349,19.783960
17.552498,-48.394034,19.808723
17.575401,-48.459804,19.833499
17.598321,-48.525595,19.858261
17.621280,-48.591429,19.882949
17.644242,-48.657314,19.907541
17.667218,-48.723211,19.932145
17.690238,-48.789124,19.956804
17.713318,-48.855086,19.981498
17.736476,-48.921131,20.006165
17.759684,-48.987276,20.030807
17.782907,-49.053514,20.055414
17.806162,-49.119815,20.080063
17.829450,-49.186129,20.104803
17.852752,-49.252494,20.129527
17.876087,-49.318959,20.154238
17.899482,-49.385525,20.178972
17.922933,-49.452158,20.203634
17.946383,-49.518858,20.228237
17.969816,-49.585647,20.252877
17.993242,-49.652509,20.277473
18.016664,-49.719422,20.302060
18.040087,-49.786420,20.326775
18.063523,-49.853550,20.351618
18.086987,-49.920787,20.376538
18.110489,-49.988101,20.401506
18.134035,-50.055462,20.426568
18.157624,-50.122854,20.451715
18.181259,-50.190295,20.476961
18.204921,-50.257825,20.502289
18.228631,-50.325485,20.527561
18.252373,-50.393199,20.552819
18.276175,-50.460956,20.578209
18.300024,-50.528847,20.603663
18.323897,-50.596856,20.629112
18.347836,-50.664970,20.654556
18.371809,-50.733160,20.680000
18.395816,-50.801356,20.705436
18.419900,-50.869531,20.730833
18.444088,-50.937692,20.756272
18.468333,-51.005868,20.781796
18.492604,-51.074033,20.807346
18.516914,-51.142148,20.832899
18.541245,-51.210250,20.858333
18.565629,-51.278384,20.883564
18.590076,-51.346563,20.908770
18.614528,-51.414799,20.933970
18.639007,-51.483098,20.959197
18.663527,-51.551452,20.984532
18.688026,-51.619878,21.009899
18.712516,-51.688346,21.035345
18.737053,-51.756854,21.060883
18.761610,-51.825426,21.086517
18.786159,-51.894030,21.112223
18.810722,-51.962755,21.137959
18.835309,-52.031582,21.163761
18.859925,-52.100448,21.189661
18.884571,-52.169420,21.215615
18.909264,-52.238506,21.241605
18.933990,-52.307661,21.267624
18.958751,-52.376838,21.293602
18.983593,-52.446015,21.319528
19.008458,-52.515228,21.345412
19.033329,-52.584484,21.371254
19.058263,-52.653800,21.397107
19.083241,-52.723183,21.422998
19.108219,-52.792643,21.448937
19.133286,-52.862203,21.474929
19.158455,-52.931806,21.500857
19.183602,-53.001466,21.526677
19.208713,-53.071204,21.552431
19.233820,-53.140966,21.578099
19.258940,-53.210750,21.603686
19.284077,-53.280606,21.629280
19.309231,-53.350517,21.654918
19.334406,-53.420449,21.680603
19.359611,-53.490414,21.706397
19.384812,-53.560446,21.732268
19.410031,-53.630547,21.758206
19.435312,-53.700708,21.784158
19.460620,-53.770936,21.810121
19.485957,-53.841224,21.836109
19.511304,-53.911599,21.862006
19.536649,-53.982014,21.887810
19.561965,-54.052468,21.913630
19.587259,-54.122977,21.939532
19.612589,-54.193474,21.965446
19.637936,-54.263962,21.991366
19.663331,-54.334448,22.017312
19.688770,-54.404925,22.043266
19.714224,-54.475421,22.069200
19.739717,-54.545947,22.095081
19.765263,-54.616525,22.120963
19.790853,-54.687172,22.146888
19.816500,-54.757873,22.172904
19.842183,-54.828581,22.198951
19.867892,-54.899250,22.224978
19.893640,-54.969908,22.250981
19.919429,-55.040614,22.276998
19.945236,-55.111411,22.303063
19.971043,-55.182295,22.329055
19.996885,-55.253257,22.354974
20.022741,-55.324261,22.380977
20.048595,-55.395269,22.407107
20.074454,-55.466331,22.433241
20.100348,-55.537499,22.459325
20.126332,-55.608759,22.485499
20.152400,-55.680110,22.511917
20.178524,-55.751522,22.538528
20.204674,-55.823011,22.565130
20.230806,-55.894591,22.591681
20.256929,-55.966270,22.618401
20.283120,-56.038013,22.645214
20.309371,-56.109756,22.671979
20.335613,-56.181538,22.698748
20.361866,-56.253381,22.725552
20.388172,-56.325299,22.752462
20.414526,-56.397262,22.779433
20.440883,-56.469274,22.806417
20.467233,-56.541307,22.833392
20.493563,-56.613305,22.860352
20.519909,-56.685318,22.887302
20.546315,-56.757418,22.914181
20.572712,-56.829624,22.941030
20.599052,-56.901878,22.967861
20.625373,-56.974180,22.994628
20.651736,-57.046537,23.021387
20.678126,-57.118927,23.048129
20.704503,-57.191342,23.074878
20.730873,-57.263781,23.101644
20.757268,-57.336283,23.128325
20.783680,-57.408867,23.154934
20.810136,-57.481513,23.181615
20.836643,-57.554254,23.208361
20.863177,-57.627105,23.235104
20.889770,-57.700071,23.261861
20.916389,-57.773103,23.288550
20.942985,-57.846165,23.315082
20.969565,-57.919324,23.341530
20.996148,-57.992563,23.367980
21.022724,-58.065867,23.394544
21.049294,-58.139218,23.421205
21.075896,-58.212624,23.447920
21.102573,-58.286081,23.474697
21.129292,-58.359608,23.501519
21.155995,-58.433192,23.528388
21.182683,-58.506809,23.555284
21.209367,-58.580523,23.582131
21.236073,-58.654363,23.608974
21.262813,-58.728329,23.635882
21.289575,-58.802394,23.662772
21.316323,-58.876516,23.689610
21.343045,-58.950708,23.716445
21.369763,-59.024999,23.743321
21.396484,-59.099393,23.770227
21.423229,-59.173816,23.797084
21.449994,-59.248277,23.823815
21.476786,-59.322824,23.850468
21.503634,-59.397408,23.877117
21.530542,-59.472061,23.903745
21.557509,-59.546867,23.930343
21.584517,-59.621850,23.956991
21.611517,-59.696987,23.983683
21.638453,-59.772214,24.010315
21.665350,-59.847474,24.036953
21.692181,-59.922776,24.063640
21.718996,-59.998145,24.090339
21.745883,-60.073547,24.117108
21.772790,-60.148977,24.143925
21.799721,-60.224491,24.170723
21.826739,-60.300140,24.197517
21.853837,-60.375888,24.224268
21.880961,-60.451694,24.250932
21.908136,-60.527562,24.277564
21.935374,-60.603504,24.304145
21.962650,-60.679514,24.330611
21.989943,-60.755567,24.357049
22.017228,-60.831678,24.383501
22.044518,-60.907851,24.409904
22.071834,-60.984067,24.436318
22.099225,-61.060320,24.462787
22.126640,-61.136632,24.489228
22.154000,-61.212976,24.515628
22.181321,-61.289328,24.542090
22.208597,-61.365753,24.568581
22.235899,-61.442232,24.594999
22.263285,-61.518736,24.621418
22.290698,-61.595303,24.647875
22.318113,-61.671934,24.674402
22.345533,-61.748618,24.701006
22.372942,-61.825315,24.727563
22.400389,-61.902049,24.754047
22.427904,-61.978906,24.780539
22.455380,-62.055823,24.807107
22.482844,-62.132785,24.833748
22.510346,-62.209784,24.860382
22.537854,-62.286813,24.887012
22.565371,-62.363888,24.913631
22.592881,-62.440963,24.940164
22.620352,-62.518021,24.966634
22.647810,-62.595067,24.993051
22.675284,-62.672149,25.019382
22.702780,-62.749232,25.045667
22.730325,-62.826355,25.071921
22.757929,-62.903543,25.098173
22.785613,-62.980745,25.124468
22.813372,-63.057961,25.150704
22.841199,-63.135163,25.176903
22.869110,-63.212318,25.203106
22.897080,-63.289470,25.229292
22.925121,-63.366686,25.255444
22.953273,-63.443974,25.281582
22.981479,-63.521337,25.307733
23.009723,-63.598730,25.333861
23.037979,-63.676130,25.359952
23.066186,-63.753600,25.386049
23.094381,-63.831123,25.412249
23.122609,-63.908680,25.438563
23.150806,-63.986286,25.464912
23.178949,-64.063916,25.491198
23.207068,-64.141585,25.517420
23.235220,-64.219288,25.543615
23.263487,-64.297042,25.569749
23.291824,-64.374883,25.595853
23.320166,-64.452794,25.621938
23.348519,-64.530738,25.648041
23.376872,-64.608688,25.674179
23.405171,-64.686708,25.700359
23.433413,-64.764812,25.726611
23.461681,-64.842916,25.752939
23.489985,-64.921015,25.779307
23.518336,-64.999166,25.805684
23.546747,-65.077362,25.832133
23.575152,-65.155576,25.858607
23.603529,-65.233859,25.885099
23.631885,-65.312206,25.911602
23.660246,-65.390560,25.938085
23.688622,-65.468967,25.964604
23.716968,-65.547462,25.991246
23.745299,-65.626053,26.017977
23.773644,-65.704747,26.044706
23.801977,-65.783566,26.071350
23.830291,-65.862482,26.097916
23.858593,-65.941479,26.124519
23.886895,-66.020606,26.151222
23.915220,-66.099849,26.177962
23.943536,-66.179156,26.204677
23.971867,-66.258484,26.231458
24.000239,-66.337864,26.258313
24.028602,-66.417280,26.285201
24.056929,-66.496750,26.312055
24.085258,-66.576344,26.338843
24.113581,-66.656037,26.365568
24.141846,-66.735787,26.392298
24.170082,-66.815535,26.419061
24.198341,-66.895286,26.445782
24.226665,-66.975070,26.472445
24.255043,-67.054906,26.499094
24.283450,-67.134838,26.525748
24.311864,-67.214879,26.552321
24.340294,-67.295012,26.578851
24.368749,-67.375245,26.605387
24.397161,-67.455610,26.631916
24.425491,-67.536053,26.658427
24.453777,-67.616509,26.684900
24.482083,-67.696974,26.711358
24.510443,-67.777473,26.737839
24.538853,-67.858026,26.764325
24.567281,-67.938645,26.790735
24.595676,-68.019385,26.817072
24.624067,-68.100257,26.843462
24.652506,-68.181248,26.869932
24.680968,-68.262328,26.896365
24.709460,-68.343467,26.922710
24.737963,-68.424667,26.948968
24.766452,-68.505918,26.975153
24.794972,-68.587259,27.001297
24.823535,-68.668676,27.027358
24.852108,-68.750174,27.053447
24.880718,-68.831771,27.079613
24.909354,-68.913375,27.105721
24.937987,-68.994964,27.131837
24.966715,-69.076629,27.158040
24.995484,-69.158378,27.184259
25.024206,-69.240223,27.210436
25.052966,-69.322140,27.236621
25.081776,-69.404100,27.262833
25.110652,-69.486177,27.289029
25.139570,-69.568362,27.315176
25.168451,-69.650599,27.341232
25.197263,-69.732902,27.367243
25.226018,-69.815289,27.393339
25.254784,-69.897751,27.419474
25.283547,-69.980271,27.445545
25.312310,-70.062842,27.471568
25.341072,-70.145426,27.497523
25.369774,-70.227995,27.523427
25.398440,-70.310567,27.549300
25.427141,-70.393165,27.575064
25.455902,-70.475798,27.600753
25.484675,-70.558492,27.626469
25.513399,-70.641318,27.652251
25.542111,-70.724252,27.678006
25.570814,-70.807228,27.703611
25.599489,-70.890271,27.729121
25.628134,-70.973446,27.754683
25.656752,-71.056738,27.780225
25.685369,-71.140115,27.805640
25.714019,-71.223573,27.831011
25.742719,-71.307112,27.856434
25.771410,-71.390717,27.881850
25.800071,-71.474398,27.907190
25.828744,-71.558112,27.932448
25.857449,-71.641865,27.957642
25.886147,-71.725718,27.982831
25.914872,-71.809673,28.007942
25.943633,-71.893742,28.032988
25.972379,-71.977913,28.058110
26.001103,-72.062172,28.083309
26.029818,-72.146452,28.108447
26.058493,-72.230769,28.133535
26.087126,-72.315152,28.158654
26.115738,-72.399565,28.183742
26.144356,-72.483982,28.208759
26.172973,-72.568450,28.233792
26.201533,-72.653023,28.258826
26.230063,-72.737695,28.283840
26.258565,-72.822449,28.308843
26.287062,-72.907278,28.333849
26.315617,-72.992174,28.358864
26.344223,-73.077151,28.383854
26.372856,-73.162232,28.408808
26.401488,-73.247411,28.433675
26.430156,-73.332676,28.458448
26.458901,-73.418023,28.483116
26.487697,-73.503445,28.507734
26.516538,-73.588942,28.532305
26.545375,-73.674530,28.556915
26.574205,-73.760196,28.581600
26.603036,-73.845901,28.606253
26.631821,-73.931598,28.630892
26.660612,-74.017301,28.655522
26.689441,-74.103047,28.680162
26.718246,-74.188853,28.704761
26.746996,-74.274758,28.729345
26.775687,-74.360751,28.753963
26.804335,-74.446837,28.778621
26.832968,-74.533025,28.803348
26.861577,-74.619303,28.828109
26.890203,-74.705645,28.852900
26.918877,-74.792002,28.877701
26.947574,-74.878389,28.902500
26.976310,-74.964846,28.927287
27.005027,-75.051384,28.952063
27.033682,-75.137970,28.976821
27.062333,-75.224593,29.001520
27.091052,-75.311276,29.026192
27.119834,-75.398065,29.050850
27.148601,-75.484917,29.075448
27.177331,-75.571838,29.100020
27.206022,-75.658864,29.124646
27.234719,-75.745963,29.149249
27.263463,-75.833175,29.173732
27.292225,-75.920478,29.198189
27.321005,-76.007845,29.222575
27.349769,-76.095263,29.246867
27.378476,-76.182747,29.271199
27.407152,-76.270333,29.295559
27.435814,-76.358006,29.319814
27.464531,-76.445725,29.344003
27.493297,-76.533484,29.368285
27.522059,-76.621329,29.392629
27.550871,-76.709289,29.416985
27.579707,-76.797366,29.441452
27.608540,-76.885551,29.466124
27.637363,-76.973824,29.490889
27.666198,-77.062151,29.515617
27.695087,-77.150550,29.540339
27.724002,-77.239001,29.565003
27.752953,-77.327461,29.589622
27.781948,-77.415933,29.614225
27.810946,-77.504430,29.638843
27.839961,-77.592945,29.663475
27.869030,-77.681476,29.688092
27.898134,-77.770055,29.712765
27.927233,-77.858695,29.737527
27.956351,-77.947346,29.762388
27.985556,-78.035993,29.787314
28.014872,-78.124655,29.812368
28.044235,-78.213410,29.837467
28.073562,-78.302297,29.862500
28.102891,-78.391301,29.887499
28.132217,-78.480369,29.912472
28.161480,-78.569426,29.937438
28.190716,-78.658533,29.962339
28.219948,-78.747713,29.987158
28.249165,-78.836942,30.011950
28.278393,-78.926272,30.036699
28.307654,-79.015708,30.061461
28.336948,-79.105177,30.086282
28.366313,-79.194689,30.111096
28.395771,-79.284270,30.135886
28.425270,-79.373926,30.160670
28.454780,-79.463651,30.185484
28.484300,-79.553461,30.210300
28.513810,-79.643388,30.235121
28.543280,-79.733352,30.259999
28.572760,-79.823306,30.284888
28.602299,-79.913340,30.309785
28.631822,-80.003502,30.334697
28.661318,-80.093746,30.359683
28.690829,-80.184002,30.384753
28.720357,-80.274261,30.409830
28.749882,-80.364551,30.434898
28.779389,-80.454929,30.460016
28.808937,-80.545378,30.485171
28.838533,-80.635876,30.510311
28.868153,-80.726464,30.535489
28.897787,-80.817113,30.560711
28.927417,-80.907768,30.585966
28.957033,-80.998507,30.611237
28.986666,-81.089372,30.636511
29.016346,-81.180271,30.661743
29.046071,-81.271216,30.686932
29.075849,-81.362223,30.712166
29.105687,-81.453276,30.737471
29.135561,-81.544404,30.762817
29.165449,-81.635611,30.788172
29.195358,-81.726911,30.813443
29.225275,-81.818283,30.838708
29.255189,-81.909679,30.864128
29.285118,-82.001115,30.889661
29.315070,-82.092593,30.915194
29.345004,-82.184105,30.940688
29.374949,-82.275662,30.966199
29.404936,-82.367271,30.991769
29.434929,-82.458990,31.017407
29.464918,-82.550851,31.043108
29.494931,-82.642799,31.068822
29.524995,-82.734786,31.094463
29.555112,-82.826795,31.120161
29.585276,-82.918808,31.146019
29.615467,-83.010844,31.171898
29.645703,-83.102974,31.197793
29.676019,-83.195180,31.223769
29.706337,-83.287383,31.249762
29.736650,-83.379598,31.275703
29.767048,-83.471897,31.301659
29.797539,-83.564284,31.327655
29.828060,-83.656701,31.353645
29.858566,-83.749146,31.379681
29.889101,-83.841690,31.405768
29.919725,-83.934384,31.431937
29.950376,-84.027147,31.458202
29.980982,-84.119893,31.484522
30.011476,-84.212678,31.510856
30.041869,-84.305554,31.537130
30.072231,-84.398519,31.563382
30.102623,-84.491534,31.589654
30.133086,-84.584596,31.615994
30.163543,-84.677749,31.642453
30.193994,-84.770983,31.668943
30.224468,-84.864217,31.695418
30.254956,-84.957408,31.721966
30.285439,-85.050595,31.748558
30.315942,-85.143870,31.775098
30.346495,-85.237259,31.801615
30.377076,-85.330750,31.828111
30.407664,-85.424350,31.854539
30.438250,-85.518016,31.880969
30.468844,-85.611754,31.907525
30.499458,-85.705573,31.934170
30.530034,-85.799462,31.960758
30.560558,-85.893429,31.987283
30.591099,-85.987475,32.013757
30.621668,-86.081616,32.040184
30.652265,-86.175809,32.066666
30.682851,-86.270035,32.093239
30.713427,-86.364409,32.119782
30.744054,-86.458960,32.146230
30.774722,-86.553606,32.172684
30.805408,-86.648293,32.199160
30.836105,-86.742988,32.225638
30.866820,-86.837696,32.252129
30.897544,-86.932462,32.278591
30.928291,-87.027317,32.304986
30.959083,-87.122308,32.331331
30.989898,-87.217387,32.357682
31.020716,-87.312489,32.384021
31.051552,-87.407694,32.410318
31.082414,-87.502995,32.436612
31.113267,-87.598338,32.462918
31.144104,-87.693751,32.489212
31.174956,-87.789254,32.515518
31.205862,-87.884874,32.541848
31.236854,-87.980597,32.568178
31.267882,-88.076398,32.594526
31.298894,-88.172283,32.620903
31.329942,-88.268264,32.647286
31.361046,-88.364332,32.673651
31.392159,-88.460473,32.700078
31.423287,-88.556654,32.726545
31.454423,-88.652852,32.752990
31.485559,-88.749111,32.779518
31.516697,-88.845428,32.806118
31.547811,-88.941816,32.832762
31.578916,-89.038256,32.859351
31.610017,-89.134733,32.885880
31.641113,-89.231309,32.912402
31.672198,-89.327948,32.938986
31.703269,-89.424587,32.965736
31.734285,-89.521284,32.992537
31.765268,-89.618062,33.019346
31.796287,-89.714936,33.046169
31.827320,-89.811922,33.072997
31.858391,-89.908974,33.099818
31.889540,-90.006095,33.126618
31.920725,-90.103292,33.153472
31.951921,-90.200578,33.180398
31.983126,-90.297988,33.207340
32.014340,-90.395483,33.234290
32.045571,-90.493022,33.261277
32.076844,-90.590613,33.288309
32.108167,-90.688247,33.315309
32.139484,-90.785931,33.342237
32.170782,-90.883635,33.369187
32.202095,-90.981374,33.396193
32.233408,-91.079237,33.423237
32.264699,-91.177199,33.450242
32.296032,-91.275179,33.477158
32.327455,-91.373160,33.504056
32.358904,-91.471157,33.530985
32.390362,-91.569180,33.557878
32.421876,-91.667288,33.584681
32.453464,-91.765499,33.611422
32.485067,-91.863781,33.638150
32.516646,-91.962106,33.664937
32.548222,-92.060495,33.691734
32.579833,-92.158958,33.718538
32.611513,-92.257473,33.745461
32.643216,-92.355974,33.772508
32.674919,-92.454412,33.799592
32.706600,-92.552898,33.826638
32.738287,-92.651493,33.853700
32.769995,-92.750157,33.880707
32.801702,-92.848881,33.907577
32.833412,-92.947606,33.934395
32.865137,-93.046361,33.961139
32.896888,-93.145234,33.987857
32.928636,-93.244187,34.014570
32.960386,-93.343186,34.041263
32.992145,-93.442261,34.067909
33.023892,-93.541449,34.094459
33.055620,-93.640695,34.121025
33.087346,-93.740047,34.147664
33.119109,-93.839524,34.174317
33.150917,-93.939020,34.200957
33.182692,-94.038588,34.227585
33.214461,-94.138219,34.254189
33.246301,-94.237860,34.280773
33.278197,-94.337582,34.307384
33.310147,-94.437428,34.333980
33.342109,-94.537396,34.360505
33.374061,-94.637452,34.387001
33.406064,-94.737526,34.413479
33.438105,-94.837604,34.439982
33.470119,-94.937748,34.466506
33.502094,-95.037971,34.492983
33.534051,-95.138205,34.519451
33.565995,-95.238447,34.545947
33.597933,-95.338727,34.572428
33.629918,-95.439083,34.598853
33.661942,-95.539497,34.625254
33.693938,-95.639976,34.651628
33.725941,-95.740528,34.677940
33.757999,-95.841137,34.704211
33.790130,-95.941840,34.730380
33.822277,-96.042612,34.756516
33.854407,-96.143426,34.782713
33.886560,-96.244256,34.808802
33.918746,-96.345104,34.834766
33.950928,-96.445994,34.860721
33.983095,-96.546903,34.886711
34.015267,-96.647863,34.912732
34.047464,-96.748911,34.938713
34.079698,-96.850037,34.964680
34.111924,-96.951202,34.990689
34.144107,-97.052392,35.016706
34.176334,-97.153618,35.042729
34.208630,-97.254865,35.068861
34.240977,-97.356161,35.095051
34.273362,-97.457505,35.121227
34.305732,-97.558913,35.147463
34.338087,-97.660444,35.173740
34.370453,-97.762122,35.199975
34.402789,-97.863905,35.226189
