0.02260242,-0.01695182,0.02906990,50
0.00823648,-0.01934614,0.02425289,50
0.03936268,-0.02174047,-0.00449944,50
-0.00373514,0.01417439,0.00265694,50
-0.00134081,0.02614601,-0.01888752,50
-0.02767837,-0.01216317,-0.04761219,50
0.02499674,-0.00258588,-0.05242825,50
0.02499674,-0.00498020,0.06490517,50
0.00823648,-0.03131776,-0.10988998,50
0.02739108,0.00220278,-0.03089428,50
0.03696837,0.00459709,0.00500870,50
0.00344783,0.00938575,-0.04048157,50
-0.00373514,-0.03371208,0.01461601,50
-0.00134081,-0.00737452,-0.04280949,50
-0.01810108,0.00220278,0.06493378,50
-0.00134081,-0.02652911,-0.03569698,50
0.02499674,-0.04807803,0.00026512,50
-0.00852378,-0.00498020,-0.00450230,50
0.00344783,-0.00976885,0.00032234,50
0.01541945,-0.00737452,0.03622246,50
-0.04204431,-0.01216317,0.00507259,50
-0.00134081,0.01896304,0.00750446,50
0.00344783,0.00938575,-0.05955315,50
0.01781377,-0.04328938,0.01231766,50
0.01781377,-0.00498020,-0.04514790,50
-0.01331243,0.03093466,-0.01885891,50
0.00344783,0.06206087,0.00268745,50
-0.01091811,-0.00019155,-0.00447464,50
-0.00134081,-0.03131776,0.03620720,50
0.02260242,-0.00019155,0.00987434,50
0.01541945,0.01417439,0.04101467,50
0.02020811,-0.02652911,0.02187920,50
-0.00134081,-0.01934614,-0.06911755,50
0.01781377,-0.02174047,0.00751877,50
0.05612296,-0.01695182,0.00034332,50
-0.00134081,0.03332898,-0.03317833,50
0.00823648,-0.02174047,0.02666283,50
-0.03246702,0.02375169,0.05536366,50
0.01541945,-0.00498020,0.00034142,50
-0.01810108,-0.00258588,0.03866673,50
-0.00612946,0.00459709,0.01954556,50
0.02499674,-0.01455749,-0.00437164,50
-0.00134081,-0.03371208,0.02435112,50
-0.00373514,-0.02652911,-0.03789520,50
0.01781377,-0.00976885,-0.03788376,50
-0.03725567,-0.00737452,0.00282764,50
-0.00373514,0.02135736,0.04829788,50
0.00823648,-0.03131776,0.00998306,50
0.03217971,-0.01216317,-0.00918579,50
-0.00134081,-0.01695182,0.01474190,50
-0.03486134,0.01656872,0.00277996,50
0.01063080,-0.01455749,0.00515079,50
0.00584216,-0.01455749,0.03143692,50
-0.01091811,-0.01934614,0.04580975,50
0.00105351,-0.00976885,0.02664280,50
-0.00373514,-0.01455749,0.01469707,50
0.00823648,-0.00737452,-0.00687122,50
0.00823648,0.00699142,-0.02603817,50
0.01063080,-0.00498020,0.07454491,50
0.00584216,-0.02652911,-0.00207806,50
0.02260242,-0.00498020,-0.01882553,50
0.00344783,-0.01934614,-0.03560257,50
-0.01091811,-0.03371208,0.01228142,50
-0.00373514,0.02375169,0.00511074,50
0.00584216,-0.03131776,-0.00923920,50
0.00105351,-0.01216317,0.00272751,50
-0.00134081,-0.01934614,0.01948929,50
-0.00612946,0.01417439,0.02428532,50
0.00823648,-0.02413479,0.05777550,50
0.02260242,0.00220278,0.01224041,50
-0.00134081,-0.01216317,-0.00211811,50
0.01302513,-0.00737452,0.01941586,50
0.00823648,-0.03131776,0.04094505,50
0.01063080,-0.04568370,-0.01654243,50
-0.01810108,-0.04568370,0.00264263,50
-0.03246702,-0.03371208,0.03617764,50
0.01781377,-0.02413479,-0.04283810,50
-0.00373514,0.01656872,-0.02850151,50
0.00105351,-0.02174047,-0.00217628,50
0.02260242,-0.02892344,-0.00697041,50
0.02020811,-0.04568370,-0.00696087,50
0.02020811,-0.01695182,0.01219749,50
0.02020811,-0.03850073,-0.08601475,50
-0.03246702,-0.01934614,-0.01179600,50
-0.02288973,-0.04328938,-0.01409912,50
0.02260242,-0.00498020,-0.02131367,50
-0.04204431,0.00699142,-0.04768467,50
-0.00612946,0.00699142,0.05764008,50
-0.03007270,-0.03131776,0.01214504,50
0.00105351,-0.00019155,0.04332447,50
0.01781377,0.01656872,-0.01412773,50
-0.02288973,-0.01934614,0.00262260,50
-0.03486134,0.03093466,0.00021076,50
-0.03007270,0.01417439,-0.07159519,50
0.02739108,0.00699142,0.01939106,50
0.04654565,-0.01695182,-0.02605820,50
-0.02288973,0.00699142,0.00262833,50
0.00344783,-0.02413479,-0.00930023,50
-0.01091811,-0.03131776,0.02663517,50
0.00584216,-0.00498020,0.02909374,50
0.00344783,0.04530060,0.03390121,50
-0.00134081,-0.01455749,0.01719570,50
-0.00134081,0.01896304,0.01959610,50
-0.01570676,-0.04568370,0.01481056,50
0.00584216,-0.01934614,-0.06420326,50
-0.01331243,-0.01695182,0.04112530,50
0.04175702,-0.00258588,0.03637028,50
0.02499674,-0.02413479,-0.01628590,50
-0.01331243,-0.00737452,0.05559158,50
0.00584216,-0.00019155,0.03408241,50
0.01063080,0.01656872,-0.00422478,50
0.01781377,-0.01455749,0.03645706,50
-0.00852378,-0.02174047,-0.00183296,50
0.00344783,0.01178006,0.00534248,50
0.00105351,-0.02892344,0.01733780,50
-0.00373514,-0.01695182,0.01976967,50
0.01781377,-0.02652911,0.06766987,50
0.00344783,-0.00498020,0.00544453,50
0.01063080,0.00459709,0.02223682,50
-0.01570676,-0.01216317,0.01986408,50
-0.03725567,-0.00019155,0.00310802,50
0.00105351,0.00699142,-0.01851082,50
0.01063080,-0.02652911,0.07249737,50
0.00823648,-0.00258588,0.01027870,50
0.03457405,-0.00019155,0.00066185,50
0.02499674,0.00459709,0.09641647,50
-0.02528405,0.01896304,0.01264477,50
-0.01570676,0.01417439,0.00305557,50
0.00344783,-0.00498020,-0.00176144,50
-0.01570676,0.01656872,0.07727623,50
-0.02767837,-0.01455749,0.00544453,50
0.00105351,-0.03131776,0.02220631,50
