accX,accY,accZ,timestamp
0.00567453,0.05959472,-0.01899624,19.98
0.00088589,-0.04336120,-0.01425362,19.98
-0.00390276,0.01410257,-0.01429176,19.98
-0.01108573,-0.00744634,-0.02144146,19.98
-0.01826870,0.02367987,-0.00950718,19.98
-0.03502897,0.02128554,-0.03339863,19.98
-0.01348005,-0.00026337,0.00969696,19.98
-0.06615518,0.00213095,-0.01425362,19.98
-0.00629708,0.01170825,0.00732708,19.98
-0.04221194,-0.03138958,0.02408695,19.98
0.00567453,0.00452528,-0.01175880,19.98
0.01046318,-0.02420661,0.00020123,19.98
0.00328021,0.01889122,0.01934624,19.98
0.00088589,0.00691960,-0.05259895,19.98
-0.01108573,0.02367987,-0.01898479,19.98
-0.01108573,0.03565148,-0.01419640,19.98
-0.02066302,-0.01702364,0.03129864,19.98
-0.03502897,0.01170825,-0.05499268,19.98
-0.02066302,0.03325716,0.00254345,19.98
-0.01826870,0.00213095,0.01211071,19.98
-0.01826870,-0.02181229,-0.00942612,19.98
-0.05418356,0.02128554,0.03130817,19.98
-0.03263465,-0.01941796,0.00256920,19.98
-0.00390276,0.01170825,0.03134346,19.98
-0.00869142,0.02607419,0.09595013,19.98
-0.02305736,-0.01702364,0.00492764,19.98
-0.06615518,0.01170825,-0.02141953,19.98
-0.00150844,-0.00744634,0.10308266,19.98
-0.03263465,0.01170825,-0.00934696,19.98
0.01046318,-0.02660093,-0.00688648,19.98
-0.01348005,-0.01941796,0.00750160,19.98
-0.04221194,-0.01462931,0.04580307,19.98
-0.00869142,0.04283445,0.07449055,19.98
-0.01587439,0.02367987,0.01695633,19.98
-0.01826870,-0.01462931,0.01931763,19.98
0.00567453,0.00213095,0.04324150,19.98
-0.03742330,0.00213095,0.01208401,19.98
-0.02305736,-0.00744634,0.06721878,19.98
-0.04460627,0.01170825,-0.01426601,19.98
-0.00150844,0.03565148,0.02882767,19.98
-0.01108573,-0.04814985,-0.01907825,19.98
-0.01826870,-0.00744634,-0.01661873,19.98
0.02722344,0.01889122,0.02652454,19.98
-0.01348005,0.01649689,-0.00458527,19.98
0.00328021,0.00931392,-0.00460911,19.98
-0.02545168,0.03325716,0.01457405,19.98
-0.07094382,0.00213095,0.01936722,19.98
-0.01108573,-0.00026337,0.05525398,19.98
-0.02545168,-0.01941796,-0.04295635,19.98
-0.02305736,0.04283445,0.03598690,19.98
-0.01587439,0.00213095,-0.02148438,19.98
-0.02305736,-0.02420661,0.00729561,19.98
0.00088589,-0.03617823,-0.01424885,19.98
0.01285750,0.00931392,-0.05255318,19.98
-0.08052112,0.00931392,0.08397102,19.98
-0.03263465,0.01170825,-0.00933743,19.98
0.01046318,-0.02899526,-0.03082943,19.98
0.04398371,0.01410257,-0.03323555,19.98
-0.02305736,-0.00984067,-0.02140045,19.98
-0.03742330,-0.00744634,0.00977421,19.98
-0.03742330,-0.01941796,0.00980282,19.98
-0.00150844,-0.01223499,0.00979042,19.98
-0.02545168,-0.01462931,-0.06680679,19.98
-0.05178924,0.00691960,0.00028992,19.98
-0.03502897,-0.02660093,-0.01892757,19.98
0.02004047,0.03804581,0.00987720,19.98
-0.02545168,0.00452528,-0.05718136,19.98
-0.00629708,0.00452528,0.01462269,19.98
-0.05657788,0.00691960,0.01941586,19.98
0.04158939,-0.01702364,0.03137302,19.98
-0.02305736,0.05959472,0.01455307,19.98
0.02243480,0.03804581,-0.05490398,19.98
-0.02066302,-0.03138958,-0.04528904,19.98
0.01525183,0.01649689,-0.01420307,19.98
-0.03981762,-0.00744634,0.04084492,19.98
0.01046318,-0.01223499,0.02164745,19.98
-0.03263465,0.00452528,-0.05493927,19.98
-0.00869142,-0.00026337,0.01457214,19.98
0.00088589,-0.00505202,-0.05009365,19.98
0.00328021,-0.02660093,-0.01894188,19.98
-0.02545168,-0.04096688,-0.02615833,19.98
-0.00629708,0.02128554,0.01458359,19.98
-0.01348005,-0.00026337,0.01937008,19.98
-0.03981762,-0.03617823,-0.00459480,19.98
-0.01108573,0.00691960,0.01216793,19.98
-0.01108573,-0.00984067,0.07448769,19.98
-0.00869142,0.02607419,-0.01421261,19.98
-0.00869142,0.01649689,-0.01417923,19.98
-0.02545168,-0.00026337,0.00022030,19.98
-0.03742330,0.01889122,-0.05003357,19.98
-0.00390276,-0.00505202,-0.01171970,19.98
-0.03024033,-0.00026337,0.01461315,19.98
-0.00150844,-0.01702364,0.00261497,19.98
-0.02066302,0.03325716,0.06246948,19.98
0.00328021,-0.01462931,0.00021076,19.98
0.00806886,-0.00744634,-0.03574944,19.98
0.00328021,-0.00026337,-0.02611256,19.98
-0.01108573,0.00213095,-0.05244064,19.98
0.01764615,-0.04814985,0.03386497,19.98
-0.00150844,-0.00505202,0.02658653,19.98
0.00806886,0.04283445,-0.01413631,19.98
-0.03502897,-0.02420661,-0.00693130,19.98
0.00567453,0.01889122,-0.00928974,19.98
-0.06854951,0.02367987,0.00035954,19.98
-0.02305736,-0.00744634,0.02428246,19.98
-0.03263465,-0.00744634,0.03386307,19.98
-0.03024033,-0.02899526,0.03377247,19.98
0.02243480,-0.01702364,0.01221561,19.98
0.01046318,0.00691960,0.05292892,19.98
0.00806886,0.00213095,0.06239128,19.98
0.06074397,0.00452528,0.02160931,19.98
-0.00869142,0.01170825,0.03357792,19.98
-0.03024033,0.05241175,-0.01189041,19.98
-0.01587439,-0.02181229,-0.05497360,19.98
-0.02545168,0.01410257,0.01451492,19.98
-0.05178924,-0.01702364,0.05523777,19.98
0.01285750,-0.00744634,0.00725937,19.98
-0.03502897,-0.03617823,-0.02865314,19.98
-0.06136654,-0.03857255,0.03124046,19.98
-0.00390276,0.02607419,-0.03103065,19.98
-0.01108573,-0.00265769,0.03842163,19.98
-0.01826870,-0.02660093,0.01686001,19.98
-0.02305736,0.01649689,-0.05496597,19.98
-0.00150844,0.02128554,-0.02371788,19.98
-0.03502897,0.02128554,0.01224232,19.98
-0.03742330,-0.00265769,0.05056286,19.98
0.00328021,-0.00984067,-0.04530048,19.98
-0.05178924,0.00452528,-0.01896572,19.98
-0.02305736,-0.01223499,-0.06685925,19.98
0.03201209,-0.02899526,-0.01168919,19.98
0.02961777,-0.04096688,0.00279713,19.98
0.01046318,-0.00984067,0.00040722,19.98
0.00088589,-0.00505202,-0.02588749,19.98
-0.03502897,-0.02181229,-0.00197792,19.98
-0.02545168,-0.00505202,0.01958275,19.98
-0.01826870,-0.01702364,0.00276566,19.98
-0.00629708,0.00452528,0.00281143,19.98
